carrera	semestre	codigo	nombre	creditos	requisitos	correquisitos	grupo	dia	inicio	fin
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	20	MAR	15:00	16:50
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	1	LUN	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	6	MIE	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	18	JUE	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	2	LUN	07:30	09:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	8	VIE	15:00	16:50
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	12	MIE	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	14	MAR	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	16	VIE	13:00	14:50
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	19	MAR	16:00	17:50
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	21	MIE	17:00	18:50
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	4	VIE	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	9	MAR	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	3	JUE	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	10	LUN	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	13	JUE	13:00	14:50
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	15	MIE	07:30	09:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	16	SAB	07:30	11:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	1	MAR	07:30	09:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	1	JUE	07:30	09:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	15	MIE	18:00	19:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	15	VIE	18:00	19:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	2	MAR	07:30	09:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	2	JUE	07:30	09:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	12	MIE	15:00	16:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	12	VIE	15:00	16:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	4	MAR	13:00	14:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	4	JUE	13:00	14:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	7	MAR	18:00	19:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	7	JUE	18:00	19:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	10	MIE	09:30	11:20
